exercise_name,muscle_group,difficulty,equipment,duration_min
Partner plank band row,abdominals,2,bands,40
Banded crunch isometric hold,abdominals,2,bands,40
FYR Banded Plank Jack,abdominals,2,bands,40
Banded crunch,abdominals,2,bands,40
Crunch,abdominals,2,bands,40
Decline band press sit-up,abdominals,2,bands,40
FYR2 Banded Frog Pump,abdominals,2,bands,40
Band low-to-high twist,abdominals,2,bands,40
Barbell roll-out,abdominals,2,barbell,40
Barbell Ab Rollout - On Knees,abdominals,2,barbell,40
Decline bar press sit-up,abdominals,2,barbell,40
Bench barbell roll-out,abdominals,1,barbell,40
Barbell Side Bend,abdominals,1,barbell,40
Seated bar twist,abdominals,2,barbell,40
Single-arm landmine pull and press,abdominals,2,barbell,40
Barbell Ab Roll Out - Gethin Variation,abdominals,2,barbell,40
30 Barbell Floor Wiper,abdominals,2,barbell,40
30 Barbell Roll-Out,abdominals,2,barbell,40
Decline plate sit-up,abdominals,2,barbell,40
KV Barbell Hip Thrust,abdominals,2,barbell,40
Advanced Kettlebell Windmill,abdominals,1,kettlebells,40
Kettlebell Windmill,abdominals,2,kettlebells,40
Kettlebell Pass Between The Legs,abdominals,1,kettlebells,40
Kettlebell 3-point leg extension,abdominals,2,kettlebells,40
Double Kettlebell Swing,abdominals,2,kettlebells,40
Burpee over kettlebell,abdominals,2,kettlebells,40
Kettlebell toe-touch,abdominals,2,kettlebells,40
Kettlebell swing,abdominals,2,kettlebells,40
Two-way swing,abdominals,2,kettlebells,40
Kettlebell crab reach,abdominals,2,kettlebells,40
Taylor Single-Arm Kettlebell Swing,abdominals,2,kettlebells,40
Holman Kettlebell Up to Elbow Down,abdominals,2,kettlebells,40
FYR2 Double-Kettlebell Ski,abdominals,2,kettlebells,40
FYR2 Kettlebell Hike,abdominals,2,kettlebells,40
FYR2 Kettlebell Cross-Body Catch,abdominals,2,kettlebells,40
FYR2 Kettlebell Duck Walk,abdominals,2,kettlebells,40
FYR2 Kettlebell Get-Up Reach,abdominals,2,kettlebells,40
FYR2 Kettlebell Juggle,abdominals,2,kettlebells,40
FYR2 Squat-Clean-Alternating-Press Complex,abdominals,2,kettlebells,40
Dumbbell V-Sit Cross Jab,abdominals,2,dumbbell,40
Dumbbell spell caster,abdominals,1,dumbbell,40
Dumbbell side bend,abdominals,2,dumbbell,40
Dumbbell crunch,abdominals,2,dumbbell,40
Dumbbell Fix Dumbbell Sprawl,abdominals,2,dumbbell,40
Dumbbell Fix Alternating Renegade Row,abdominals,2,dumbbell,40
Dumbbell Fix Dumbbell Mountain Climber,abdominals,2,dumbbell,40
Dumbbell Fix Dumbbell Russian Twist,abdominals,2,dumbbell,40
Dumbbell Fix Dumbbell Pull-Over,abdominals,2,dumbbell,40
Dumbbell Fix Dumbbell Sit-Up,abdominals,2,dumbbell,40
Dumbbell Fix Dumbbell Front Squat,abdominals,2,dumbbell,40
Dumbbell Fix Full Man Maker,abdominals,2,dumbbell,40
Dumbbell T-hold,abdominals,2,dumbbell,40
Dumbbell hollow-body floor press,abdominals,2,dumbbell,40
Dumbbell crusher,abdominals,2,dumbbell,40
Dumbbell Crunch - Gethin Variation,abdominals,2,dumbbell,40
Single-arm dumbbell crunch,abdominals,2,dumbbell,40
HM Alternating Dumbbell Plank Row,abdominals,2,dumbbell,40
Dumbbell straight-legged hip raise,abdominals,2,dumbbell,40
Seated leg tuck with dumbbell,abdominals,2,dumbbell,40
Dumbbell V-sit cross jab-,abdominals,2,dumbbell,40
30 Hanging Leg Raise With Dumbbell,abdominals,2,dumbbell,40
Dumbbell Get-Up Sit-Up,abdominals,3,dumbbell,40
Holman Right Side Plank with Left Triceps Press,abdominals,2,dumbbell,40
Holman Left Side Plank with Right Triceps Press,abdominals,2,dumbbell,40
Holman Boat with Feet Push-Out and Overhead Press,abdominals,2,dumbbell,40
Holman Hovering Plank Row,abdominals,2,dumbbell,40
Holman Weighted Seated Killer Abs to Russian Twist,abdominals,2,dumbbell,40
Holman Straight Plank Dumbbell Reach-Under,abdominals,2,dumbbell,40
Holman Straight-Arm Side Plank Overhead Press to Chest Press,abdominals,2,dumbbell,40
Holman Weighted Burpee to Pike,abdominals,2,dumbbell,40
Holman Straight-Legged Boat Chest Press,abdominals,2,dumbbell,40
Holman Weighted Burpee to Side Delt Raise,abdominals,2,dumbbell,40
Holman Heavy Double Pike,abdominals,2,dumbbell,40
Holman Heavy Double Split Pike,abdominals,2,dumbbell,40
MetaBurn Alternating Dumbbell Sit-Through,abdominals,2,dumbbell,40
MetaBurn Alternating Plank Row With Dumbbell Pull-Through,abdominals,2,dumbbell,40
MetaBurn Alternating Plank Row With Push-Up,abdominals,2,dumbbell,40
MetaBurn Dumbbell Russian Twist,abdominals,2,dumbbell,40
MetaBurn Dumbbell Toe-Touch,abdominals,2,dumbbell,40
MetaBurn Plank To Alternating Row,abdominals,2,dumbbell,40
Standing dumbbell knee crunch-,abdominals,2,dumbbell,40
MetaBurn Plank With Dumbbell Rotation,abdominals,2,dumbbell,40
FYR2 Dumbbell Crab Reach,abdominals,2,dumbbell,40
FYR2 Dumbbell Man-Maker,abdominals,2,dumbbell,40
FYR2 Dumbbell Sit-Up Reach,abdominals,2,dumbbell,40
FYR2 Loaded Beast Sprawl,abdominals,2,dumbbell,40
FYR2 Loaded to Unloaded Beast,abdominals,2,dumbbell,40
Lying Leg Pullover,abdominals,2,dumbbell,40
Landmine twist,abdominals,2,other,40
Suspended ab fall-out,abdominals,2,other,40
Decline reverse crunch,abdominals,2,other,40
Plate Twist,abdominals,1,other,40
Weighted Crunches,abdominals,2,other,40
Ab Roller,abdominals,2,other,40
Otis-Up,abdominals,2,other,40
Captain's chair knee raise,abdominals,2,other,40
Sledgehammer swing,abdominals,2,other,25
Pallof press,abdominals,2,other,40
Weighted Sit-Ups - With Bands,abdominals,2,other,40
Suitcase crunch,abdominals,2,other,40
FYR Rope Jumping,abdominals,2,other,40
Barbell press sit-up,abdominals,2,other,40
Single-arm bent-over rear delt fly,abdominals,2,other,40
Captain's chair leg raise,abdominals,2,other,40
Shoulder-Elevated One-Leg Hip Thrusts,abdominals,2,other,40
Ab Twist - Gethin Variation,abdominals,2,other,40
Weighted Crunch - Gethin Variation,abdominals,2,other,40
Ab Wheel Roll-Out - Gethin Variation,abdominals,2,other,40
Bench crunch,abdominals,2,other,40
Decline plate sit-up twist,abdominals,2,other,40
Reverse ab roll-out,abdominals,2,other,40
30 Seated Twist With PVC Pipe,abdominals,2,other,40
Suspended crunch-,abdominals,2,other,40
Suspended oblique crunch,abdominals,2,other,40
Weighted sit-up,abdominals,2,other,40
30 Decline Press Sit-Up,abdominals,2,other,40
Holman Towel Reverse Plank Alternating Heel Pull-in,abdominals,2,other,40
Holman Boat with Weighted Cross Punch,abdominals,2,other,40
Holman Weighted Hook Punch,abdominals,2,other,40
Holman Weighted Traveling Punch,abdominals,2,other,40
Holman Weighted Uppercut Punch,abdominals,2,other,40
Holman Slow Weighted Double Pike,abdominals,2,other,40
Holman Plate Straight Plank Reach,abdominals,2,other,40
Holman Plate Elbow Plank Jack to Straight Plank Jack,abdominals,2,other,40
Holman Plate Hill Climber,abdominals,2,other,40
Holman Plate Reverse Plank Hill Climber,abdominals,2,other,40
Holman Plate Straight Plank Pike to Jack,abdominals,2,other,40
Holman Plate In-and-Out Push-Up,abdominals,2,other,40
Holman Plate Burpee,abdominals,2,other,40
Holman Plate Elbow Plank Reach,abdominals,2,other,40
Holman Elbow Plank to Renegade Row,abdominals,2,other,40
Holman Straight Plank Weighted Hand Hill Climber,abdominals,2,other,40
Holman Weighted Left Side Diagonal Pike,abdominals,2,other,40
Holman Weighted Right Side Diagonal Pike,abdominals,2,other,40
Holman Weighted W-Boat to Overhead Press,abdominals,2,other,40
Holman Weighted Kneeling Lift,abdominals,2,other,40
Holman Hips-Up Weighted Pull-Over,abdominals,2,other,40
Holman Weighted Cross Punch,abdominals,2,other,40
Holman Straight-Leg Boat Hover Chest Press,abdominals,2,other,40
Holman Weighted Pike,abdominals,2,other,40
Holman Feet-Elevated Wax-On Wax-Off,abdominals,2,other,40
Holman Elbow Plank to Towel Pike,abdominals,2,other,40
Holman Seated Killer Abs Overhead Press,abdominals,2,other,40
Holman Straight Plank Alternating Weighted Open,abdominals,2,other,40
Holman Weighted Killer Abs with Overhead Press,abdominals,2,other,40
Holman Weighted Split-Leg Pike,abdominals,2,other,40
Holman Towel Reverse Plank Heel Pull-in,abdominals,2,other,40
Stick Twist,abdominals,2,other,40
Roc Everest,abdominals,2,other,30
Standing cable low-to-high twist,abdominals,2,cable,40
Single-arm high-cable side bend,abdominals,2,cable,40
Kneeling cable oblique crunch,abdominals,2,cable,40
Kneeling cable crunch,abdominals,2,cable,40
Rope Crunch,abdominals,2,cable,40
Standing cable crunch,abdominals,2,cable,40
Bosu Ball Cable Crunch With Side Bends,abdominals,1,cable,40
Standing Cable Wood Chop,abdominals,2,cable,40
Cable reverse crunch,abdominals,1,cable,40
Cable Russian Twists,abdominals,1,cable,40
Pallof press with rotation,abdominals,2,cable,40
Cable Seated Crunch,abdominals,1,cable,40
Cable Judo Flip,abdominals,1,cable,40
Exercise Ball Cable Crunch - Gethin Variation,abdominals,2,cable,40
Standing cable high-to-low twist,abdominals,2,cable,40
Bent-Over Reverse Cable Fly,abdominals,2,cable,40
Standing Cable Crunch - Gethin Variation,abdominals,2,cable,40
AM Cable Crunch,abdominals,2,cable,40
Tyler Holt Weighted Knee-To-Chest Crunch,abdominals,2,cable,40
Standing cable twist,abdominals,2,cable,40
30 Cable Rope Crunch,abdominals,2,cable,40
30 Cable Rope Oblique Crunch,abdominals,2,cable,40
Cable lying twist on ball,abdominals,2,cable,40
30 Cable Pallof Press,abdominals,2,cable,40
30 Cable Reverse Crunch On Ball,abdominals,2,cable,40
30 Cable Reverse Crunch,abdominals,2,cable,40
Tyler Holt Cable Torso Twist,abdominals,2,cable,40
Single-Arm Cable Outward-Facing Biceps Curl,abdominals,2,cable,40
Biceps Rope Curl,abdominals,2,cable,40
Kneeling Cable Crunches,abdominals,2,cable,40
Ab Crunch Machine,abdominals,2,machine,40
Smith machine straight-legged hip raise,abdominals,2,machine,40
Machine crunch,abdominals,2,machine,40
AM Ab Machine,abdominals,2,machine,40
Smith machine V-up,abdominals,2,machine,40
Elbow plank,abdominals,2,bodyweight,40
Bottoms Up,abdominals,2,bodyweight,40
Spider crawl,abdominals,2,bodyweight,40
Cocoons,abdominals,2,bodyweight,40
Cross-Body Crunch,abdominals,2,bodyweight,40
Elbow-to-knee crunch,abdominals,2,bodyweight,40
Decline Crunch,abdominals,2,bodyweight,40
Hanging toes-to-bar,abdominals,2,bodyweight,40
Hanging Oblique Knee Raise,abdominals,2,bodyweight,40
Gorilla Chin/Crunch,abdominals,1,bodyweight,40
Hanging leg raise,abdominals,2,bodyweight,40
Mountain climber,abdominals,2,bodyweight,25
Ab bicycle,abdominals,2,bodyweight,40
3/4 sit-up,abdominals,2,bodyweight,40
Reverse crunch,abdominals,2,bodyweight,40
Crunches,abdominals,2,bodyweight,40
Dead bug reach,abdominals,2,bodyweight,40
Crunch - Hands Overhead,abdominals,1,bodyweight,40
V-up,abdominals,2,bodyweight,40
Stomach Vacuum,abdominals,1,bodyweight,20
Russian twist,abdominals,2,bodyweight,40
Flat Bench Lying Leg Raise,abdominals,2,bodyweight,40
Knees tucked crunch,abdominals,2,bodyweight,40
Butt-Ups,abdominals,1,bodyweight,40
Feet-elevated oblique crunch,abdominals,2,bodyweight,40
Bent-knee reverse crunch,abdominals,2,bodyweight,40
Alternating heel-touch,abdominals,2,bodyweight,40
Suspended Reverse Crunch,abdominals,2,bodyweight,40
Lying bench reverse crunch,abdominals,2,bodyweight,40
Sit-up,abdominals,2,bodyweight,40
Side Bridge,abdominals,2,bodyweight,40
Lying oblique crunch,abdominals,2,bodyweight,40
Janda Sit-Up,abdominals,1,bodyweight,40
Leg Pull-In,abdominals,1,bodyweight,40
Side Jackknife,abdominals,2,bodyweight,40
Scissor Kick,abdominals,2,bodyweight,20
Toe Touchers,abdominals,2,bodyweight,20
Lower Back Curl,abdominals,2,bodyweight,20
Exercise ball torso rotation,abdominals,2,bodyweight,20
Seated Overhead Stretch,abdominals,2,bodyweight,20
Overhead Stretch,abdominals,2,bodyweight,20
Seated Scissor Kick,abdominals,2,bodyweight,40
Partner resistance standing twist,abdominals,2,bodyweight,40
Cross Crunch,abdominals,1,bodyweight,40
Full Moon,abdominals,1,bodyweight,40
Hanging knee raise with manual resistance,abdominals,1,bodyweight,40
Straight-Legged Hip Raise,abdominals,2,bodyweight,40
Wall mountain climber,abdominals,2,bodyweight,25
Skin The Cat To Push-Up,abdominals,2,bodyweight,40
Partner lying leg raise with lateral throw down,abdominals,1,bodyweight,40
Hanging leg raise with throw down,abdominals,1,bodyweight,40
Partner sit-up with high-five,abdominals,1,bodyweight,40
Exercise ball knee roll-in,abdominals,2,bodyweight,40
Partner lying leg raise with throw down,abdominals,1,bodyweight,40
Crab toe-touch,abdominals,2,bodyweight,40
Side kick-through,abdominals,2,bodyweight,40
Partner target sit-up,abdominals,1,bodyweight,40
Suspended Crunch,abdominals,1,bodyweight,40
Jump Lunge,abdominals,2,bodyweight,40
Side plank hip dip,abdominals,2,bodyweight,40
Elbow plank jack,abdominals,2,bodyweight,40
Exercise ball V-up,abdominals,2,bodyweight,40
Standing torso twist stretch,abdominals,2,bodyweight,40
Slalom jumps,abdominals,2,bodyweight,25
Bear crawl,abdominals,2,bodyweight,40
Crab single-arm reach,abdominals,2,bodyweight,20
Side lunge cross-body heel-touch,abdominals,2,bodyweight,40
Alligator Crawl,abdominals,2,bodyweight,40
Lying cross-over lower back stretch,abdominals,2,bodyweight,40
Half bird dog,abdominals,2,bodyweight,20
Shoulder tap,abdominals,2,bodyweight,40
Double crunch,abdominals,2,bodyweight,40
Flutter kick,abdominals,2,bodyweight,40
Sprawl,abdominals,2,bodyweight,40
Spider plank jack,abdominals,2,bodyweight,40
Pillar-To-Plank,abdominals,2,bodyweight,40
Alternating High Knee Raise,abdominals,2,bodyweight,40
Sumo Squat Pulse,abdominals,2,bodyweight,40
Line-Drill Foot Work,abdominals,2,bodyweight,40
Plank Fire Hydrants,abdominals,2,bodyweight,40
Banded jumping jack,abdominals,2,bodyweight,40
Shin hug,abdominals,2,bodyweight,40
FYR Bear Crawl Fire Feet,abdominals,2,bodyweight,40
Bear crawl up-down,abdominals,2,bodyweight,40
FYR Crab Kick,abdominals,2,bodyweight,40
Bear crawl hold,abdominals,2,bodyweight,40
Traveling bear crawl,abdominals,2,bodyweight,40
Single-leg V-up,abdominals,2,bodyweight,40
FYR Bear Crawl Shoulder Tap,abdominals,2,bodyweight,40
Alternating single-leg sprawl,abdominals,2,bodyweight,40
Wide mountain climber,abdominals,2,bodyweight,40
Plank leg raise,abdominals,2,bodyweight,40
Glute bridge step-out,abdominals,2,bodyweight,40
Knee up-down,abdominals,2,bodyweight,40
FYR Sprawl,abdominals,2,bodyweight,40
Reach crunch,abdominals,2,bodyweight,40
FYR Push-Up Plank Hold,abdominals,2,bodyweight,40
FYR Hollow-Body Rock,abdominals,2,bodyweight,40
V-up plus knee-to-chest combo,abdominals,2,bodyweight,40
Side plank lateral raise,abdominals,2,bodyweight,40
Superhero burpee,abdominals,2,bodyweight,40
Hollow-body abduction,abdominals,2,bodyweight,40
FYR Hollow Hold,abdominals,2,bodyweight,40
Tip-toe crunch,abdominals,2,bodyweight,40
Knee-to-nose pulse,abdominals,2,bodyweight,40
Plank walk-out,abdominals,2,bodyweight,40
FYR V-Up,abdominals,2,bodyweight,40
Long sit-up,abdominals,2,bodyweight,40
FYR Breakdancer,abdominals,2,bodyweight,40
Seated leg lift,abdominals,2,bodyweight,40
Gorilla burpee,abdominals,2,bodyweight,40
Knee-in to V-out,abdominals,2,bodyweight,40
Bear crawl push-up,abdominals,2,bodyweight,40
FYR Front Step,abdominals,2,bodyweight,40
Plank reach,abdominals,2,bodyweight,40
Eiffel Tower leg raise,abdominals,2,bodyweight,40
Straight-arm plank,abdominals,2,bodyweight,40
Plank up-down,abdominals,2,bodyweight,40
Frog kick,abdominals,2,bodyweight,40
FYR Knees to Chest,abdominals,2,bodyweight,40
Front kick-through,abdominals,2,bodyweight,40
FYR Sit-Up,abdominals,2,bodyweight,40
FYR Leg Lift,abdominals,2,bodyweight,40
TBS Toes-to-bar,abdominals,2,bodyweight,40
FYR Mountain Climber,abdominals,2,bodyweight,40
Roman Chair Side Ups,abdominals,2,bodyweight,40
Push-Up Roll Out - Gethin Variation,abdominals,2,bodyweight,40
Cross-Body Crunch - Gethin Variation,abdominals,2,bodyweight,40
Decline leg lift with twist,abdominals,2,bodyweight,40
Hanging Leg Raise - Variation Gethin,abdominals,2,bodyweight,40
Butterfly crunch,abdominals,2,bodyweight,40
Cross-body mountain climber,abdominals,2,bodyweight,40
Flat Bench Lying Leg Raise - Gethin Variation,abdominals,2,bodyweight,40
Lying leg lift,abdominals,2,bodyweight,40
Hanging alternating single-leg raise,abdominals,2,bodyweight,40
Plank Walk,abdominals,2,bodyweight,40
Sit-Up - Gethin Variation,abdominals,2,bodyweight,40
Plank Push-Up,abdominals,2,bodyweight,40
Decline crunch-,abdominals,2,bodyweight,40
Alternating lying leg raise,abdominals,2,bodyweight,40
Decline leg lift,abdominals,2,bodyweight,40
Crunch - Gethin Variation,abdominals,2,bodyweight,40
Plank - Gethin Variation,abdominals,2,bodyweight,40
Barbell floor wiper,abdominals,2,bodyweight,40
Prison Push-Up,abdominals,2,bodyweight,40
McGill Modified Curl-Up,abdominals,2,bodyweight,40
Cross-body toe-touch,abdominals,2,bodyweight,40
Toy soldier,abdominals,2,bodyweight,40
Natural Glute Ham Raise with Stability Ball,abdominals,2,bodyweight,40
Lateral ape,abdominals,2,bodyweight,40
Hollow-body knee tuck,abdominals,2,bodyweight,40
HM Air Jumping Rope,abdominals,2,bodyweight,40
HM Alternating Lunge Reach,abdominals,2,bodyweight,40
HM Alternating Side Plank Reach,abdominals,2,bodyweight,40
HM Superman Plank,abdominals,2,bodyweight,40
HM Table Pose,abdominals,2,bodyweight,40
HM Toe Touch,abdominals,2,bodyweight,40
HM Right Side Bird-Dog,abdominals,2,bodyweight,20
HM Right Side Crunch,abdominals,2,bodyweight,40
HM Bicycle,abdominals,2,bodyweight,40
HM Bird-Dog Plank,abdominals,2,bodyweight,40
HM Boat Pose,abdominals,2,bodyweight,40
HM Bottoms Up,abdominals,2,bodyweight,40
HM Bridge,abdominals,2,bodyweight,40
HM Running Man Crunch,abdominals,2,bodyweight,30
HM Seated Twist,abdominals,2,bodyweight,40
HM Side-Bend Pose,abdominals,2,bodyweight,40
HM Side-Plank Arm Wrap,abdominals,2,bodyweight,40
HM Side-Plank with Hip Touch,abdominals,2,bodyweight,40
HM Side-Plank with Kick,abdominals,2,bodyweight,40
HM Side V-Up,abdominals,2,bodyweight,40
HM Crab Crunch,abdominals,2,bodyweight,40
HM Cross-Over Crunch,abdominals,2,bodyweight,40
HM Crunch Pulse,abdominals,2,bodyweight,40
HM Dead Bug,abdominals,2,bodyweight,40
HM Single-Leg Inchworm,abdominals,2,bodyweight,40
HM Floor Jack,abdominals,2,bodyweight,40
HM Floor Wiper,abdominals,2,bodyweight,40
HM Floor Kick,abdominals,2,bodyweight,40
HM Sit-Up,abdominals,2,bodyweight,40
HM Slow Mountain Climber,abdominals,2,bodyweight,40
HM Slow Sit-Up,abdominals,2,bodyweight,40
HM Half-Up,abdominals,2,bodyweight,40
HM Hollow-Body Pulse,abdominals,2,bodyweight,40
HM Hollow Hold,abdominals,2,bodyweight,40
HM Inchworm,abdominals,2,bodyweight,40
HM Right Side Hollow Hold with Pulse,abdominals,2,bodyweight,40
HM Reverse Crunch with Frisbee,abdominals,2,bodyweight,40
HM Left Side Bird-Dog,abdominals,2,bodyweight,40
HM Left Side Crunch,abdominals,2,bodyweight,40
HM Left Side Hollow Hold With Pulse,abdominals,2,bodyweight,40
HM Reverse Crunch,abdominals,2,bodyweight,40
HM Low Lunge With External Twist And Arm Reach,abdominals,2,bodyweight,40
HM Mountain Climber,abdominals,2,bodyweight,40
HM Prison Sit-Up,abdominals,2,bodyweight,40
HM Plank Alternating Hip-Dip,abdominals,2,bodyweight,40
HM Tuck-Up Get-Up,abdominals,2,bodyweight,40
HM Flutter Kick,abdominals,2,bodyweight,40
HM Plank,abdominals,2,bodyweight,40
McGill Pull-Up,abdominals,2,bodyweight,40
AM Leg Lift,abdominals,2,bodyweight,40
AM Decline Abs,abdominals,2,bodyweight,40
Hanging crunch,abdominals,2,bodyweight,40
Tyler Holt Hanging Toes-To-Bar,abdominals,2,bodyweight,40
Side plank,abdominals,2,bodyweight,40
Bird dog-,abdominals,2,bodyweight,40
Single-leg curl up,abdominals,2,bodyweight,40
Single-kettlebell windmill,abdominals,2,bodyweight,40
UNS Foam Roll Thigh,abdominals,2,bodyweight,40
UNS Inverted row,abdominals,2,bodyweight,40
UNS T-spine rotation with reach,abdominals,2,bodyweight,40
UNS Quadruped thoracic rotation,abdominals,2,bodyweight,40
UNS Pec stretch,abdominals,2,bodyweight,40
UNS Lat stretch,abdominals,2,bodyweight,40
UNS Foam Roll,abdominals,2,bodyweight,40
UNS Foam Roll Lats,abdominals,2,bodyweight,40
UNS Rocking Adductor Stretch,abdominals,2,bodyweight,40
UNS Bird Dog,abdominals,2,bodyweight,40
UNS Jumping Jack,abdominals,2,bodyweight,40
Ab wheel roll-out,abdominals,2,bodyweight,40
Bench mountain climber,abdominals,2,bodyweight,40
Feet-elevated bench side plank,abdominals,2,bodyweight,40
Cross-body sit-up,abdominals,2,bodyweight,40
Decline kayak,abdominals,2,bodyweight,40
30 Decline Reverse Crunch,abdominals,2,bodyweight,40
Decline sit-up twist,abdominals,2,bodyweight,40
30 Flat Bench Leg Raise,abdominals,2,bodyweight,40
30 Flutter Kick,abdominals,2,bodyweight,40
Chin-up crunch,abdominals,2,bodyweight,40
30 Gorilla Chin Oblique Crunch,abdominals,2,bodyweight,40
Half Turkish get-up,abdominals,2,bodyweight,40
30 Hanging Oblique Crunch,abdominals,2,bodyweight,40
30 Hollow-Body Hold,abdominals,2,bodyweight,40
Parallel bars knee raise,abdominals,2,bodyweight,40
30 Landmine Twist,abdominals,2,bodyweight,40
Parallel bars leg raise,abdominals,2,bodyweight,40
Otis-up-,abdominals,2,bodyweight,40
30 Shoulder Tap,abdominals,2,bodyweight,40
30 Spider Crawl,abdominals,2,bodyweight,40
Spider crunch,abdominals,2,bodyweight,40
Toe-touch,abdominals,2,bodyweight,40
30 Hanging Toes-To-Bar,abdominals,2,bodyweight,40
30 V-Up,abdominals,2,bodyweight,40
Cocoon crunch,abdominals,2,bodyweight,40
Bench oblique crunch,abdominals,2,bodyweight,40
Full moon-,abdominals,2,bodyweight,40
Push-up to side plank,abdominals,2,bodyweight,40
Tyler Holt V-Up,abdominals,2,bodyweight,40
Tyler Holt Plank,abdominals,2,bodyweight,40
Tyler Holt Hip-Dip,abdominals,2,bodyweight,40
Suicides,abdominals,2,bodyweight,40
Holman Towel Straight Plank Jack,abdominals,2,bodyweight,40
Holman Towel Hill Climber,abdominals,2,bodyweight,40
Holman Towel Elbow Plank Jack,abdominals,2,bodyweight,40
Holman Towel Elbow Plank Pike,abdominals,2,bodyweight,40
Holman Towel Straight Plank Hand Reach,abdominals,2,bodyweight,40
Holman Towel Wax-On Wax-Off,abdominals,2,bodyweight,40
Holman Towel Wide Hill Climber,abdominals,2,bodyweight,40
Holman Towel Dirty Dog,abdominals,2,bodyweight,40
Holman Straight Plank Shoulder Tap,abdominals,2,bodyweight,40
Holman Killer Abs,abdominals,2,bodyweight,40
Holman Straight Plank Split Jack,abdominals,2,bodyweight,40
Holman Elbow Plank Swim,abdominals,2,bodyweight,40
Holman Elbow Plank Saw,abdominals,2,bodyweight,40
Holman Feet-Elevated Straight Plank Toe-Tap Series,abdominals,2,bodyweight,40
Holman Elbow Plank Pike Pull,abdominals,2,bodyweight,40
Holman Hand-Elevated Walk-Over Push-Up,abdominals,2,bodyweight,40
Holman Hands-Elevated Hill Climber,abdominals,2,bodyweight,40
Holman Seated Pike,abdominals,2,bodyweight,40
Holman Feet-Elevated Up-Down Plank,abdominals,2,bodyweight,40
Holman Feet-Elevated Hand Tap,abdominals,2,bodyweight,40
Holman Reverse Straight Plank with Alternating Heel Pull-In,abdominals,2,bodyweight,40
Holman Elbow Plank,abdominals,2,bodyweight,40
Holman Straight Plank Squat Thrust,abdominals,2,bodyweight,40
Holman Alternating Single-Leg Pike,abdominals,2,bodyweight,40
Holman Knee Pull-In Crunch,abdominals,2,bodyweight,40
Holman Straight Plank with Hand Tap,abdominals,2,bodyweight,40
Holman Straight Plank with Dirty Dog,abdominals,2,bodyweight,40
Holman Elbow Plank Roll,abdominals,2,bodyweight,40
Holman Froggy Push-Up,abdominals,2,bodyweight,40
Holman Straight Plank Hand Tap to Shoulder Tap,abdominals,2,bodyweight,40
Holman In-Out Straight Plank,abdominals,2,bodyweight,40
Holman Bicycle,abdominals,2,bodyweight,40
Holman Alternating Diagonal Knee Pull-in,abdominals,2,bodyweight,40
Holman Elbow Plank with Step-Out,abdominals,2,bodyweight,40
Holman Alternating Slow L-Raise,abdominals,2,bodyweight,40
Holman Feet-Elevated Plank with Shoulder Tap,abdominals,2,bodyweight,40
Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,abdominals,2,bodyweight,40
Holman Feet-Elevated Up-Down Elbow Plank,abdominals,2,bodyweight,40
Holman Feet-Elevated Plank Pike Pull,abdominals,2,bodyweight,40
Holman Feet-Elevated Alternating Single-Leg Hip Raise,abdominals,2,bodyweight,40
Holman Feet-Elevated Plank Pike Pull to Push-Up,abdominals,2,bodyweight,40
Holman Standing Heel Click,abdominals,2,bodyweight,40
Holman Straight Plank Right-Left Jack to Split Jack,abdominals,2,bodyweight,40
Holman Elbow Plank Jack to Ninja Knees,abdominals,2,bodyweight,40
Holman Right Side Elbow Plank with Left Leg Swing,abdominals,2,bodyweight,40
Holman Left Side Elbow Plank with Right Leg Swing,abdominals,2,bodyweight,40
Holman Straight Plank with Alternating Diagonal Sit-Back,abdominals,2,bodyweight,40
Holman Boat Press with Leg Extension,abdominals,2,bodyweight,40
Holman Shoulder Tap to Dirty Dog,abdominals,2,bodyweight,40
Holman Standing Russian Twist,abdominals,2,bodyweight,40
Holman Hovering Plank with Shoulder Tap,abdominals,2,bodyweight,40
Holman Elbow Plank to Stacked Plank Hip Drop,abdominals,2,bodyweight,40
Holman Elbow Plank to Walk-Up Pike,abdominals,2,bodyweight,40
Holman Hill Climber,abdominals,2,bodyweight,40
Holman Straight Plank Pike to Renegade Row,abdominals,2,bodyweight,40
Holman Alternating Hip Drop to Push-Up,abdominals,2,bodyweight,40
Holman Crab Kick,abdominals,2,bodyweight,40
Holman Wounded Bear Crawl,abdominals,2,bodyweight,40
Holman Alternating Crab Reach,abdominals,2,bodyweight,40
Holman Hovering Panther Core Stabilizer,abdominals,2,bodyweight,40
Holman Burpee to Forward Lunge,abdominals,2,bodyweight,40
Holman Seated Knee Pull-In Series,abdominals,2,bodyweight,40
Holman Elbow Plank Pike,abdominals,2,bodyweight,40
Holman Elbow Plank Jack to Straight Plank Split Jack,abdominals,2,bodyweight,40
Holman Boat Pull-Over,abdominals,2,bodyweight,40
Holman Squat Pulse to Plyometric Jump,abdominals,2,bodyweight,40
Holman Hands Down Heel Click,abdominals,2,bodyweight,40
Holman Straight Plank to Kick-Up,abdominals,2,bodyweight,40
Holman Hands-Elevated Split Jack,abdominals,2,bodyweight,40
Holman Feet-Elevated Plank Reach,abdominals,2,bodyweight,40
Holman Hand-Elevated Side Plank Semicircle,abdominals,2,bodyweight,40
