exercise_name,muscle_group,difficulty,equipment,duration_min
Standing quad stretch,quadriceps,2,bodyweight,40
Vertical jump,quadriceps,2,bodyweight,40
King Maker Burpee,quadriceps,2,bodyweight,40
King Maker Explosive High Jump,quadriceps,2,bodyweight,40
Muscle Beach Skip,quadriceps,2,bodyweight,40
Muscle Beach Broad Jump,quadriceps,2,bodyweight,40
Muscle Beach Sprint,quadriceps,2,bodyweight,40
Muscle Beach Front Kick,quadriceps,2,bodyweight,40
Muscle Beach Side Kick,quadriceps,2,bodyweight,40
Muscle Beach Spin Kick,quadriceps,2,bodyweight,40
Muscle Beach Freestyle Kick,quadriceps,2,bodyweight,40
MetaBurn Alternating Curtsy Lunge To Squat,quadriceps,2,bodyweight,40
MetaBurn Alternating Curtsy Lunge With High Knee,quadriceps,2,bodyweight,40
MetaBurn Alternating Diagonal Sprawl,quadriceps,2,bodyweight,40
MetaBurn Alternating Lateral Sprawl,quadriceps,2,bodyweight,40
MetaBurn Curtsy Lunge,quadriceps,2,bodyweight,40
MetaBurn Frogger,quadriceps,2,bodyweight,40
MetaBurn High Knee Rotation,quadriceps,2,bodyweight,40
MetaBurn Side-To-Side Lunge,quadriceps,2,bodyweight,40
MetaBurn Star Jump,quadriceps,2,bodyweight,40
MetaBurn Tuck Jump With Knee Slap,quadriceps,2,bodyweight,40
MetaBurn Lateral Bounding Hop,quadriceps,2,bodyweight,40
MetaBurn Double Lunge,quadriceps,2,bodyweight,40
Robertson Sprinter Step-Up,quadriceps,2,bodyweight,40
FYR2 Front Kick-Through,quadriceps,2,bodyweight,40
Lunge high-knee clap,quadriceps,2,bodyweight,40
FYR2 Plyo Split Squat,quadriceps,2,bodyweight,40
FYR2 Reverse Burpee,quadriceps,2,bodyweight,40
FYR2 Reverse Burpee to Regular Burpee,quadriceps,2,bodyweight,40
FYR2 Reverse Burpee Tuck Jump,quadriceps,2,bodyweight,40
FYR2 Sprawlee,quadriceps,2,bodyweight,40
FYR2 Squat Hold,quadriceps,2,bodyweight,40
FYR2 Squat Jump,quadriceps,2,bodyweight,40
FYR2 Squat Pulse,quadriceps,2,bodyweight,40
Sprinter burpee,quadriceps,2,bodyweight,40
Shuttle run training,quadriceps,2,bodyweight,40
Medicine ball ninja,quadriceps,2,medicine ball,25
FYR Air Ball Plus Medicine Ball Jumping Sprawl,quadriceps,2,medicine ball,40
Medicine ball cowboy squat,quadriceps,2,medicine ball,40
Medicine ball jumping jill,quadriceps,2,medicine ball,40
Alternate Leg Diagonal Bound,quadriceps,1,bodyweight,25
Sit Squats,quadriceps,1,bodyweight,20
Frog Hops,quadriceps,1,bodyweight,20
Dumbbell lateral hop to sprint,quadriceps,2,bodyweight,25
Smith machine lunge sprint,quadriceps,2,bodyweight,40
Sissy squat,quadriceps,2,bodyweight,40
Wall ball toss,quadriceps,2,exercise ball,25
Bosu Ball Squat,quadriceps,1,exercise ball,40
Exercise ball Bulgarian split squat,quadriceps,2,exercise ball,40
Internal Rotation with Band,shoulders,1,bands,40
Band Pull Apart,shoulders,2,bands,40
Back Flyes - With Bands,shoulders,1,bands,40
Lateral Raise - With Bands,shoulders,1,bands,40
Shoulder Press - With Bands,shoulders,1,bands,40
External Rotation with Band,shoulders,1,bands,40
FYR Band Pull-Apart,shoulders,2,bands,40
HM Lateral Raise,shoulders,2,bands,40
Rusin Banded Over-And-Back,shoulders,2,bands,40
Rusin Banded Face Pull,shoulders,2,bands,40
UP Band Pull-Apart,shoulders,2,bands,40
Jordan Shallow Band-Resisted Thread the Needle,shoulders,2,bands,40
30 Shoulders Seated Banded Barbell Shoulder Press,shoulders,2,bands,40
Band shoulder press,shoulders,2,bands,40
Band lateral raise,shoulders,2,bands,40
Band upright row,shoulders,2,bands,40
Staggered-stance band shoulder press,shoulders,2,bands,40
Single-arm banded landmine press,shoulders,2,bands,40
Band front raise rear fly row combo,shoulders,2,bands,40
Jordan Shallow Foam Roller Thoracic Extension,shoulders,2,foam roll,40
Jordan Shallow Thread the Needle (with Foam Roller),shoulders,2,foam roll,40
Clean and press,shoulders,2,barbell,40
Clean and jerk,shoulders,2,barbell,30
Military press,shoulders,2,barbell,40
Seated barbell shoulder press,shoulders,2,barbell,40
Snatch-Grip Behind-The-Neck Overhead Press,shoulders,1,barbell,40
Standing Bradford press,shoulders,2,barbell,40
Barbell Shoulder Press,shoulders,2,barbell,40
Barbell rear delt bent-over row,shoulders,2,barbell,40
Barbell upright row,shoulders,2,barbell,40
Bradford/Rocky Presses,shoulders,1,barbell,40
Lying rear delt fly,shoulders,2,barbell,40
Machine Shoulder (Military) Press,shoulders,2,barbell,40
Standing Barbell Press Behind Neck,shoulders,2,barbell,40
Barbell front raise,shoulders,2,barbell,40
Overhead bar front raise,shoulders,2,barbell,40
Incline barbell shoulder protraction,shoulders,2,barbell,40
Behind-the-head push-press,shoulders,2,barbell,30
Rack Delivery,shoulders,1,barbell,30
Smith Incline Shoulder Raise,shoulders,1,barbell,40
Tall Muscle Snatch,shoulders,1,barbell,30
Axle Clean And Press,shoulders,1,barbell,45
Jerk Balance,shoulders,1,barbell,30
Seated EZ-bar shrug,shoulders,2,barbell,40
Paul Carter Barbell Seated Military Press,shoulders,2,barbell,40
TBS Barbell Military Press,shoulders,2,barbell,40
Incline Front Barbell Raise - Gethin Variation,shoulders,2,barbell,40
Barbell Front Raise - Gethin Variation,shoulders,2,barbell,40
Single-arm barbell lateral raise,shoulders,2,barbell,40
AM Upright Row,shoulders,2,barbell,40
AM Barbell Shoulder Press,shoulders,2,barbell,40
Standing barbell shoulder press,shoulders,2,barbell,40
King Maker Barbell Thruster,shoulders,2,barbell,40
Single-arm incline cable cross-over,shoulders,2,barbell,40
Barbell bear complex,shoulders,2,barbell,40
30 Shoulders Barbell Shrug,shoulders,2,barbell,40
30 Shoulders Incline Face-Up Straight-Bar Front Raise,shoulders,2,barbell,40
30 Shoulders Seated Dumbbell Shoulder Press,shoulders,2,barbell,40
30 Shoulders Standing Behind-The-Head Shoulder Press,shoulders,2,barbell,40
30 Shoulders Standing Barbell Press,shoulders,2,barbell,40
FYR2 Wide Overhead Press,shoulders,2,barbell,40
Single-arm kettlebell push-press,shoulders,2,kettlebells,40
Two-Arm Kettlebell Military Press,shoulders,1,kettlebells,40
Alternating Kettlebell Press,shoulders,1,kettlebells,40
Single-arm kettlebell snatch,shoulders,2,kettlebells,40
Single-arm kettlebell clean and jerk,shoulders,2,kettlebells,40
Kettlebell pirate ship,shoulders,2,kettlebells,40
Two-Arm Kettlebell Clean,shoulders,1,kettlebells,40
Double Kettlebell Push Press,shoulders,2,kettlebells,40
Kettlebell Seated Press,shoulders,1,kettlebells,40
Double Kettlebell Jerk,shoulders,1,kettlebells,40
Kettlebell Arnold Press,shoulders,1,kettlebells,40
Double-kettlebell windmill,shoulders,2,kettlebells,40
One-Arm Kettlebell Split Snatch,shoulders,1,kettlebells,40
One-Arm Kettlebell Para Press,shoulders,1,kettlebells,40
One-Arm Kettlebell Split Jerk,shoulders,1,kettlebells,40
One-Arm Kettlebell Military Press To The Side,shoulders,1,kettlebells,40
One-Arm Kettlebell Jerk,shoulders,1,kettlebells,40
Double Kettlebell Snatch,shoulders,1,kettlebells,40
Two-Arm Kettlebell Jerk,shoulders,1,kettlebells,40
FYR Kettlebell Power Clean,shoulders,2,kettlebells,40
Kettlebell upright row,shoulders,2,kettlebells,40
Kettlebell upright row and press,shoulders,2,kettlebells,40
Single-arm kettlebell thruster,shoulders,2,kettlebells,40
Double-kettlebell shoulder press,shoulders,2,kettlebells,40
Double-kettlebell push-press,shoulders,2,kettlebells,40
HM Kettlebell Windmill,shoulders,2,kettlebells,40
HM Kettlebell Z-Press,shoulders,2,kettlebells,40
Taylor Half-Kneeling Kettlebell Halo,shoulders,2,kettlebells,40
Taylor Towel Kettlebell Farmer's Walk,shoulders,2,kettlebells,40
FYR2 Double-Kettlebell Alternating Press,shoulders,2,kettlebells,40
FYR2 Double-Kettlebell Thruster,shoulders,2,kettlebells,40
FYR2 Half-Kneeling Kettlebell Clean,shoulders,2,kettlebells,40
FYR2 Kettlebell Clean and Press,shoulders,2,kettlebells,40
FYR2 Kettlebell High Pull to Overhead Press,shoulders,2,kettlebells,40
FYR2 Kettlebell Swing Clean and Press,shoulders,2,kettlebells,40
FYR2 Single-Arm Kettlebell Press,shoulders,2,kettlebells,40
FYR2 Ascending-Rep High-Pull-Press Complex,shoulders,2,kettlebells,40
Dumbbell front raise to lateral raise,shoulders,2,dumbbell,40
Single-arm palm-in dumbbell shoulder press,shoulders,2,dumbbell,40
Standing palms-in shoulder press,shoulders,2,dumbbell,40
Seated Dumbbell Press,shoulders,2,dumbbell,40
Standing dumbbell shoulder press,shoulders,2,dumbbell,40
Single-arm lateral raise,shoulders,2,dumbbell,40
Power Partials,shoulders,1,dumbbell,40
Incline dumbbell reverse fly,shoulders,2,dumbbell,40
Overhead dumbbell front raise,shoulders,2,dumbbell,40
Seated dumbbell shoulder press,shoulders,2,dumbbell,40
Alternating standing shoulder press,shoulders,2,dumbbell,40
Single-arm incline rear delt raise,shoulders,2,dumbbell,40
Alternating dumbbell front raise,shoulders,2,dumbbell,40
Alternating Deltoid Raise,shoulders,2,dumbbell,40
Single-dumbbell front raise,shoulders,2,dumbbell,40
Arnold press,shoulders,2,dumbbell,40
Single-arm standing shoulder press,shoulders,2,dumbbell,40
Dumbbell front raise,shoulders,2,dumbbell,40
Bent-over dumbbell rear delt row,shoulders,2,dumbbell,40
Incline dumbbell front raise,shoulders,2,dumbbell,40
Side Lateral Raise,shoulders,2,dumbbell,40
Dumbbell external shoulder rotation,shoulders,2,dumbbell,40
Single-arm incline lateral raise,shoulders,2,dumbbell,40
Seated rear delt fly,shoulders,2,dumbbell,40
Dumbbell Raise,shoulders,1,dumbbell,40
Seated Side Lateral Raise,shoulders,2,dumbbell,40
Dumbbell Lying Rear Lateral Raise,shoulders,2,dumbbell,40
Head-on-bench dumbbell rear delt raise,shoulders,2,dumbbell,40
Cuban press,shoulders,2,dumbbell,40
Reverse Flyes With External Rotation,shoulders,1,dumbbell,40
Single-arm side lying rear fly,shoulders,2,dumbbell,40
Single-arm dumbbell upright row,shoulders,2,dumbbell,40
Dumbbell Scaption,shoulders,1,dumbbell,40
See-Saw Press (Alternating Side Press),shoulders,1,dumbbell,40
Dumbbell Incline Shoulder Raise,shoulders,1,dumbbell,40
Single-arm half-kneeling shoulder press,shoulders,2,dumbbell,40
Dumbbell Clean And Jerk,shoulders,1,dumbbell,40
Dumbbell shoulder press with body rotation,shoulders,2,dumbbell,40
Dumbbell Fix Dumbbell Military Press,shoulders,2,dumbbell,40
Dumbbell Fix Standing Dumbbell Arnold Press,shoulders,2,dumbbell,40
Dumbbell Fix Dumbbell Single-Arm Snatch,shoulders,2,dumbbell,40
Paul Carter Rear-Delt Fly,shoulders,2,dumbbell,40
FYR Dumbbell Shoulder Press,shoulders,2,dumbbell,40
FYR Single-Arm Dumbbell Press,shoulders,2,dumbbell,40
FYR Dumbbell Tempo L-Raise,shoulders,2,dumbbell,40
Dumbbell seesaw shoulder press,shoulders,2,dumbbell,40
FYR Dumbbell front raise to lateral raise,shoulders,2,dumbbell,40
FYR Dumbbell Arnold Press,shoulders,2,dumbbell,40
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,shoulders,2,dumbbell,40
FYR Dumbbell Thruster,shoulders,2,dumbbell,40
Dumbbell hang snatch,shoulders,2,dumbbell,40
Surfer sprawl,shoulders,2,dumbbell,40
Dumbbell clean and press,shoulders,2,dumbbell,40
Standing One-Arm Shoulder Press - Gethin Variation,shoulders,2,dumbbell,40
Incline Front Dumbbell Raise - Gethin Variation,shoulders,2,dumbbell,40
Dumbbell lateral raise,shoulders,2,dumbbell,40
Incline Rear-Delt Fly - Gethin Variation,shoulders,2,dumbbell,40
Incline Bench Rear Dumbbell Fly - Gethin Variation,shoulders,2,dumbbell,40
Dumbbell front raise and press,shoulders,2,dumbbell,40
Rotator cuff warm-up,shoulders,2,dumbbell,40
Seated Lateral Raise - Gethin Variation,shoulders,2,dumbbell,40
Single-arm dumbbell arc row,shoulders,2,dumbbell,40
Incline Rear Delt Raises - Gethin Variation,shoulders,2,dumbbell,40
Incline Dumbbell Y Raise,shoulders,2,dumbbell,40
HM Bent-Over Rear-Delt Fly,shoulders,2,dumbbell,40
HM Dumbbell Shoulder Press,shoulders,2,dumbbell,40
HM Single-Leg Overhead Dumbbell Press,shoulders,2,dumbbell,40
6 Way Shoulder Raise,shoulders,2,dumbbell,40
Seated dumbbell lateral raise,shoulders,2,dumbbell,40
AM Dumbbell Shoulder Press,shoulders,2,dumbbell,40
AM Dumbbell Side Raise,shoulders,2,dumbbell,40
AM Front Raise,shoulders,2,dumbbell,40
UP Dumbbell Lateral Raise,shoulders,2,dumbbell,40
UP Seated Dumbbell Overhead Press,shoulders,2,dumbbell,40
AA Incline Bench Dumbbell Reverse Fly,shoulders,2,dumbbell,40
CM Forward Shoulder Press,shoulders,2,dumbbell,40
Dumbbell Halo,shoulders,2,dumbbell,40
Standing Dumbbell Scap Raise,shoulders,2,dumbbell,40
Holman Overhead Press,shoulders,2,dumbbell,40
Holman Slow Weighted Half Jack to Overhead Press,shoulders,2,dumbbell,40
Holman Slow Arnold Press,shoulders,2,dumbbell,40
Holman Boat Arnold Press with Feet Push-Out,shoulders,2,dumbbell,40
Holman Dumbbell Hip Drive to Overhead Press,shoulders,2,dumbbell,40
Holman Squat Thrust to Alternating Renegade Triceps Press,shoulders,2,dumbbell,40
Holman Cheer Press,shoulders,2,dumbbell,40
Holman Left Arm Press with Right Arm Hold,shoulders,2,dumbbell,40
Holman Right Arm Press with Left Arm Hold,shoulders,2,dumbbell,40
Holman Left Front Raise with Right Hold,shoulders,2,dumbbell,40
Holman Right Front Raise with Left Hold,shoulders,2,dumbbell,40
Holman Alternating Front Raise to Side Raise,shoulders,2,dumbbell,40
Holman Heavy Right Arm Overhead Press,shoulders,2,dumbbell,40
Holman Heavy Left Arm Overhead Press,shoulders,2,dumbbell,40
Holman Right Arm Heavy Overhead Press,shoulders,2,dumbbell,40
Holman Right Diagonal Lunge to Overhead Press,shoulders,2,dumbbell,40
Holman Left Arm Heavy Overhead Press,shoulders,2,dumbbell,40
Holman Weighted Palms-In Overhead Press,shoulders,2,dumbbell,40
Dumbbell racked carry,shoulders,2,dumbbell,40
Dumbbell clean and push-press,shoulders,2,dumbbell,40
Total Fitness Dumbbell Farmer's Carry,shoulders,2,dumbbell,40
Single-arm dumbbell racked carry,shoulders,2,dumbbell,40
Jordan Shallow Dumbbell Pull-Over,shoulders,2,dumbbell,40
King Maker Dumbbell Lateral Raise,shoulders,2,dumbbell,40
Dumbbell shadow boxing,shoulders,2,dumbbell,40
King Maker Dumbbell Farmer's Carry,shoulders,2,dumbbell,40
King Maker Dumbbell Shrug,shoulders,2,dumbbell,40
30 Shoulders Alternating Dumbbell Front Raise,shoulders,2,dumbbell,40
30 Shoulders Bent-Over Dumbbell Reverse Fly,shoulders,2,dumbbell,40
30 Shoulders Dumbbell Front Raise,shoulders,2,dumbbell,40
30 Shoulders Dumbbell Lateral Raise,shoulders,2,dumbbell,40
30 Shoulders Dumbbell Shrug,shoulders,2,dumbbell,40
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,shoulders,2,dumbbell,40
30 Shoulders Seated Dumbbell Front Raise,shoulders,2,dumbbell,40
30 Shoulders Seated Dumbbell Side Raise,shoulders,2,dumbbell,40
30 Shoulders Neutral-Grip Arnold Press,shoulders,2,dumbbell,40
30 Shoulders Standing Dumbbell Upright Row,shoulders,2,dumbbell,40
MetaBurn 3-Way Shoulder Raise,shoulders,2,dumbbell,40
MetaBurn Dumbbell Overhead Press,shoulders,2,dumbbell,40
MetaBurn Single-Leg Arnold Press,shoulders,2,dumbbell,40
RG Forward-Leaning Dumbbell Upright Row,shoulders,2,dumbbell,40
RG Alternating Seated Dumbbell Lateral Raise,shoulders,2,dumbbell,40
RG Seated Dumbbell Shoulder Press,shoulders,2,dumbbell,40
FYR2 Dumbbell Clean and Jerk,shoulders,2,dumbbell,40
FYR2 Dumbbell Cross-Body Front Raise,shoulders,2,dumbbell,40
FYR2 Dumbbell Front Raise,shoulders,2,dumbbell,40
FYR2 Dumbbell Lateral Raise,shoulders,2,dumbbell,40
FYR2 Lateral Raise Hold,shoulders,2,dumbbell,40
FYR2 Seesaw Dumbbell Military Press,shoulders,2,dumbbell,40
FYR2 Single-Dumbbell Halo,shoulders,2,dumbbell,40
FYR2 Single-Dumbbell Overhead Press,shoulders,2,dumbbell,40
Car driver,shoulders,2,other,40
Front Plate Raise,shoulders,2,other,40
Battle ropes,shoulders,2,other,40
Circus Bell,shoulders,1,other,45
Landmine Linear Jammer,shoulders,2,other,40
Crucifix,shoulders,1,other,45
Bar shoulder extension stretch,shoulders,1,other,20
Chair Upper Body Stretch,shoulders,1,other,20
Sled Reverse Flye,shoulders,2,other,40
Plate shoulder circle big to small,shoulders,2,other,40
Sled Overhead Backward Walk,shoulders,1,other,40
Log Lift,shoulders,1,other,45
Standing suspended rear delt fly,shoulders,2,other,40
Waiter's carry,shoulders,2,other,40
Towel dumbbell front raise,shoulders,2,other,40
Reach-roll-lift combo,shoulders,2,other,20
Upright Row - Gethin Variation,shoulders,2,other,40
Squat Press Shoulder Press - Gethin Variation,shoulders,2,other,40
Plate lateral raise,shoulders,2,other,40
Standing Military Press - Gethin Variation,shoulders,2,other,40
Bent-over plate rear delt raise,shoulders,2,other,40
Single-arm landmine press,shoulders,2,other,40
Plate front raise,shoulders,2,other,40
Holman Slow Overhead Press,shoulders,2,other,40
30 Shoulders Plate Front Raise,shoulders,2,other,40
Single-arm landmine push-press,shoulders,2,other,40
Single-arm cable front raise,shoulders,2,cable,40
Cable Internal Rotation,shoulders,1,cable,40
Seated face pull,shoulders,2,cable,40
Single-arm bent-over cable rear delt fly,shoulders,2,cable,40
Seated cable shoulder press,shoulders,2,cable,40
Standing face pull,shoulders,2,cable,40
Standing cable rear delt row,shoulders,2,cable,40
Standing Low-Pulley Deltoid Raise,shoulders,2,cable,40
Standing crossed-cable rear delt fly,shoulders,2,cable,40
Cable Shoulder Press,shoulders,1,cable,40
Alternating Cable Shoulder Press,shoulders,1,cable,40
Cable Seated Lateral Raise,shoulders,2,cable,40
Single-arm lying cable front raise,shoulders,2,cable,40
Lying cable front raise,shoulders,2,cable,40
Cable Rear Delt Fly - Gethin Variation,shoulders,2,cable,40
One-Arm Cable Side Raise - Gethin Variation,shoulders,2,cable,40
Rope Face Pull - Gethin Variation,shoulders,2,cable,40
Lying cable lateral raise,shoulders,2,cable,40
Cable seated row,shoulders,2,cable,40
Single-arm cable lateral raise,shoulders,2,cable,40
UP Cable Face Pull,shoulders,2,cable,40
AA Cable Leaning Side Raise,shoulders,2,cable,40
30 Shoulders Bent-Over Low Cable Reverse Fly,shoulders,2,cable,40
30 Shoulders Cable Rope Face Pull,shoulders,2,cable,40
30 Shoulders Cable Straight-Bar Front Raise,shoulders,2,cable,40
30 Shoulders Cable Straight-Bar Upright Row,shoulders,2,cable,40
30 Shoulders High Cable Reverse Fly,shoulders,2,cable,40
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,shoulders,2,cable,40
30 Shoulders Single-Arm Cable Front Raise,shoulders,2,cable,40
30 Shoulders Single-Arm Leaning Cable Lateral Raise,shoulders,2,cable,40
RG 3-Way Single-Arm Rear Delt Cable Fly,shoulders,2,cable,40
RG Single-Arm Cross-Body Cable Front Raise,shoulders,2,cable,40
Smith machine shoulder press,shoulders,2,machine,40
Machine shoulder press,shoulders,2,machine,40
Reverse Machine Flyes,shoulders,2,machine,40
Single-arm Smith machine upright row,shoulders,2,machine,40
Machine Lateral Raise,shoulders,2,machine,40
Smith machine behind-the-neck press,shoulders,2,machine,40
Smith Machine Behind-The-Neck Press - Gethin Variation,shoulders,2,machine,40
30 Shoulders Leg Press Shoulder Press,shoulders,2,machine,40
30 Shoulders Machine Shoulder Press,shoulders,2,machine,40
30 Shoulders Pec-Deck Reverse Fly,shoulders,2,machine,40
30 Shoulders Smith Machine Behind-The-Head Press,shoulders,2,machine,40
30 Shoulders Smith Machine Shoulder Press,shoulders,2,machine,40
Handstand push-up,shoulders,2,bodyweight,40
Upward Stretch,shoulders,2,bodyweight,20
Shoulder Circles,shoulders,2,bodyweight,20
Cross-body shoulder stretch,shoulders,2,bodyweight,20
Arm circle,shoulders,2,bodyweight,20
Seated Front Deltoid,shoulders,1,bodyweight,20
Shoulder Raise,shoulders,2,bodyweight,20
Hand Stand Push-Up,shoulders,2,bodyweight,40
Wall walk,shoulders,2,bodyweight,40
Return Push from Stance,shoulders,2,bodyweight,25
Wall shoulder tap,shoulders,2,bodyweight,40
Bear crawl shoulder tap,shoulders,2,bodyweight,40
Shadow boxing,shoulders,2,bodyweight,30
Bear crawl fire feet,shoulders,2,bodyweight,30
Wall sprawl,shoulders,2,bodyweight,25
Bent Over Shoulder Y,shoulders,2,bodyweight,20
Shoulder L,shoulders,2,bodyweight,40
Shoulder Dislocation Stretch-Dowel,shoulders,2,bodyweight,20
TBS Inverted Row,shoulders,2,bodyweight,40
PVC Shoulder Stretch,shoulders,2,bodyweight,20
Shoulder T,shoulders,2,bodyweight,20
HM Arm Circle,shoulders,2,bodyweight,40
HM Shoulder Stretch,shoulders,2,bodyweight,20
HM Shoulder Stretch on Floor,shoulders,2,bodyweight,20
HM Shoulder Tap,shoulders,2,bodyweight,20
HM Hand-On-Wall Stretch,shoulders,2,bodyweight,40
HM Jumping Arm Circle,shoulders,2,bodyweight,40
Kipping Clapping Pull-Up,shoulders,2,bodyweight,40
Holman Kneeling Overhead Press to Donkey Kick,shoulders,2,bodyweight,40
Floor angel,shoulders,2,bodyweight,40
Shoulder extension stretch,shoulders,2,bodyweight,40
Backward Medicine Ball Throw,shoulders,1,medicine ball,25
Medicine ball scoop throw,shoulders,2,medicine ball,25
Standing Two-Arm Overhead Throw,shoulders,1,medicine ball,25
Incline face-down bar front raise,shoulders,2,e-z curl bar,40
Incline anti-gravity shoulder press,shoulders,2,e-z curl bar,40
30 Shoulders EZ-Bar Front Raise,shoulders,2,e-z curl bar,40
Side Wrist Pull,shoulders,1,bodyweight,20
Elbow Circles,shoulders,1,bodyweight,20
Kneeling Arm Drill,shoulders,1,bodyweight,25
Bent-over shoulder rotation,shoulders,2,exercise ball,40
Band overhead triceps press,triceps,2,bands,40
Band overhead triceps extension,triceps,2,bands,40
Band straight-arm pull-down,triceps,2,bands,40
Band skullcrusher,triceps,2,bands,40
Single-arm band kick-back,triceps,2,bands,40
Incline EZ-bar skullcrusher,triceps,2,barbell,40
Decline Close-Grip Bench To Skull Crusher,triceps,1,barbell,40
Bench Press - Powerlifting,triceps,2,barbell,30
Behind-the-head skullcrusher,triceps,2,barbell,40
Standing barbell overhead triceps extension,triceps,2,barbell,40
Reverse-grip bench press,triceps,2,barbell,40
Bench Press with Chains,triceps,1,barbell,30
Floor Press,triceps,1,barbell,30
One Arm Floor Press,triceps,1,barbell,40
Pin Presses,triceps,1,barbell,30
JM Press With Bands,triceps,1,barbell,40
JM Press,triceps,1,barbell,40
Floor Press with Chains,triceps,1,barbell,30
Reverse Band Bench Press,triceps,1,barbell,30
Decline Barbell Triceps Extension - Gethin Variation,triceps,2,barbell,40
AM Skullcrusher,triceps,2,barbell,40
30 Arms Close-Grip Bench Press,triceps,2,barbell,40
30 Arms Barbell Skullcrusher,triceps,2,barbell,40
FYR2 Sprawl Over Kettlebell,triceps,2,kettlebells,40
Dumbbell floor press,triceps,2,dumbbell,30
Seated triceps press,triceps,2,dumbbell,40
Tricep Dumbbell Kickback,triceps,2,dumbbell,40
Standing Dumbbell Triceps Extension,triceps,2,dumbbell,40
Double-arm triceps kick-back,triceps,2,dumbbell,40
Single-arm dumbbell triceps extension,triceps,2,dumbbell,40
Decline Dumbbell Triceps Extension,triceps,1,dumbbell,40
Dumbbell skullcrusher,triceps,2,dumbbell,40
One Arm Pronated Dumbbell Triceps Extension,triceps,1,dumbbell,40
One Arm Supinated Dumbbell Triceps Extension,triceps,1,dumbbell,40
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,triceps,1,dumbbell,40
Tate Press,triceps,1,dumbbell,40
Standing Bent-Over One-Arm Dumbbell Triceps Extension,triceps,2,dumbbell,40
Seated Bent-Over One-Arm Dumbbell Triceps Extension,triceps,1,dumbbell,40
Dumbbell Tricep Extension -Pronated Grip,triceps,1,dumbbell,40
V-sit with overhead triceps extension,triceps,2,dumbbell,40
PJR Pull-Over,triceps,2,dumbbell,40
Paul Carter Dumbbell Kick-Back,triceps,2,dumbbell,40
Single-arm dumbbell skullcrusher,triceps,2,dumbbell,40
Dumbbells-together incline bench press,triceps,2,dumbbell,40
Incline dumbbell overhead triceps extension,triceps,2,dumbbell,40
Dumbbell Crush Press,triceps,2,dumbbell,40
Holman Hovering Renegade Triceps Press,triceps,2,dumbbell,40
Holman Heavy Triceps Press to Overhead Press,triceps,2,dumbbell,40
Total Fitness Close-Grip Dumbbell Press,triceps,2,dumbbell,40
Dumbbell row to triceps kick-back,triceps,2,dumbbell,40
Rolling triceps press,triceps,2,dumbbell,40
MetaBurn Skullcrusher to Ab Crunch,triceps,2,dumbbell,40
FYR2 Single-Dumbbell Triceps Extension,triceps,2,dumbbell,40
30 Arms Overhead Dumbbell Triceps Extension,triceps,2,dumbbell,40
30 Arms Dumbbell Skullcrusher,triceps,2,dumbbell,40
30 Arms Dumbbell Kick-Back,triceps,2,dumbbell,40
30 Arms BFR Dumbbell Kick-Back,triceps,2,dumbbell,40
Dumbbell saw triceps skullcrusher,triceps,2,dumbbell,40
Chain Handle Extension,triceps,1,other,30
Sled Overhead Triceps Extension,triceps,1,other,40
Body Triceps Press Using Flat Bench,triceps,2,other,40
Suspended Triceps Press,triceps,1,other,40
Seated triceps push-down,triceps,2,other,40
Machine triceps extension-,triceps,2,other,40
Holman Overhead Weighted Triceps Press,triceps,2,other,40
30 Arms Weighted Triceps Dip,triceps,2,other,40
Cable V-bar push-down,triceps,2,cable,40
Reverse Grip Triceps Pushdown,triceps,2,cable,40
Kneeling cable triceps extension,triceps,2,cable,40
Single-arm cable triceps extension,triceps,2,cable,40
Dip Machine,triceps,2,cable,40
Triceps Pushdown,triceps,2,cable,40
Low cable overhead triceps extension,triceps,2,cable,40
Lying cable triceps extension,triceps,2,cable,40
Low Cable Triceps Extension,triceps,1,cable,40
Cable overhead triceps extension,triceps,2,cable,40
Single-arm low cable triceps extension,triceps,2,cable,40
Incline cable straight-bar triceps extension,triceps,2,cable,40
Paul Carter Overhead Rope Triceps Extension,triceps,2,cable,40
TBS Rope Cable Push-Down,triceps,2,cable,40
Single-arm cable triceps kick-back,triceps,2,cable,40
Incline cable rope triceps extension,triceps,2,cable,40
Reverse-grip cable straight-bar push-down,triceps,2,cable,40
Kneeling Cable Triceps Extension - Gethin Variation,triceps,2,cable,40
Cable Overhead Triceps Extension - Gethin Variation,triceps,2,cable,40
Reverse-Grip Cable Triceps Pushdown - Gethin Variation,triceps,2,cable,40
Cable Triceps Extension - Gethin Variation,triceps,2,cable,40
Single-arm incline triceps extension,triceps,2,cable,40
Triceps Overhead Extension with Rope - Gethin Variation,triceps,2,cable,40
Cable rope push-down,triceps,2,cable,40
Cable straight-bar push-down,triceps,2,cable,40
Straight-arm bar pull-down,triceps,2,cable,40
AM Rope Triceps Pushdown,triceps,2,cable,40
AM Bar Triceps Push-Down,triceps,2,cable,40
Rope overhead triceps extension,triceps,2,cable,40
UP Rope Push-down,triceps,2,cable,40
UP Triceps Extension Straight-Bar Push-Down,triceps,2,cable,40
LD Cable One-Arm Upright Row,triceps,2,cable,40
